molecule_chembl_id,canonical_smiles,value,STATUS
CHEMBL427496,O=C(c1ccc(N2CCN(C(=O)c3ccccc3O)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,3.05,active
CHEMBL182157,Cc1ccccc1C(=O)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,3.94,active
CHEMBL181936,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,1.5,active
CHEMBL181369,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,0.9,active
CHEMBL433581,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,1.3,active
CHEMBL180973,O=C(c1ccc(N2CCN(C(=O)c3ccccc3Cl)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1.72,active
CHEMBL362425,O=C(c1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,14.46,active
CHEMBL362020,O=C(c1ccc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,2.15,active
CHEMBL178679,O=C(c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.22,active
CHEMBL360978,O=C(c1ccc(N2CCN(C(=O)c3ccccc3[N+](=O)[O-])CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,3.58,active
CHEMBL180176,O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.43,active
CHEMBL366928,O=C(c1ccc(N2CCN(C3CCCC3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1.08,active
CHEMBL368449,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)[C@H]1c1ccc(O)cc1,1.3,active
CHEMBL180995,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)[C@H]1c1ccc(O)cc1,0.9,active
CHEMBL359671,C[C@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,2.5,active
CHEMBL2113002,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(O[C@H](C)CN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,1.5,active
CHEMBL181368,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCCCC3)cc2)[C@H]1c1ccc(O)cc1,0.3,active
CHEMBL181248,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCC[C@H]3C)cc2)[C@H]1c1ccc(O)cc1,0.7,active
CHEMBL179929,COc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,39.0,active
CHEMBL180085,COc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,13.0,active
CHEMBL183162,Oc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,2.4,active
CHEMBL183333,Oc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.6,active
CHEMBL361751,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCCN3CCCC3)cc2)cc1,1.7,active
CHEMBL183049,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,1.0,active
CHEMBL183489,C[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.7,active
CHEMBL183344,C[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.8,active
CHEMBL183388,CC[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,0.9,active
CHEMBL2113027,CC[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,1.1,active
CHEMBL361601,CC(C)[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,0.4,active
CHEMBL427324,CC(C)[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,0.3,active
CHEMBL182887,CC1(C)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,1.0,active
CHEMBL183371,CC1(C)CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.9,active
CHEMBL179852,CC(C)(COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,0.7,active
CHEMBL181944,C[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,2.5,active
CHEMBL183044,C[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,6.3,active
CHEMBL183092,CC[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.8,active
CHEMBL183086,CC[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,1.2,active
CHEMBL183782,Oc1ccc(-c2cc3cc(O)cc(Br)c3o2)cc1,1.5,active
CHEMBL182850,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)cc2c1,12.0,active
CHEMBL361226,COc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,483.0,active
CHEMBL183033,COc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,990.0,active
CHEMBL433944,COc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,21.0,active
CHEMBL362272,COc1cc(O)c(Br)c2cc(-c3ccc(O)c(F)c3)oc12,335.0,active
CHEMBL184367,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CC4)cc2)cc1,0.6,active
CHEMBL184360,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CCC4)cc2)cc1,0.6,active
CHEMBL368688,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCC3CC4)cc2)cc1,0.9,active
CHEMBL434525,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC3CO4)cc2)cc1,0.7,active
CHEMBL361056,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC3CC4)cc2)cc1,1.3,active
CHEMBL184371,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC5CC(C4)CC3C5)cc2)cc1,0.6,active
CHEMBL184421,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@H]4C[C@H]43)cc2)cc1,0.6,active
CHEMBL181862,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,0.5,active
CHEMBL184598,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC4C3)cc2)cc1,0.8,active
CHEMBL433769,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCC[C@H]4C3)cc2)cc1,0.3,active
CHEMBL185231,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCCC[C@H]4C3)cc2)cc1,1.0,active
CHEMBL184974,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,1.2,active
CHEMBL185083,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4(CCC4)C3)cc2)cc1,0.4,active
CHEMBL435696,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)(F)CC3)cc2)cc1,16.0,active
CHEMBL185480,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CC3)OCCO4)cc2)cc1,2.0,active
CHEMBL184372,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(O)CC3)cc2)cc1,1.8,active
CHEMBL184431,OCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,2.2,active
CHEMBL365484,OCCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,7.3,active
CHEMBL184491,NC(=O)C1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,2.2,active
CHEMBL184679,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](F)C3)cc2)cc1,0.5,active
CHEMBL185114,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](O)C3)cc2)cc1,1.7,active
CHEMBL360802,OC[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,2.0,active
CHEMBL359774,OC[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,3.9,active
CHEMBL362718,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCSCC3)cc2)cc1,1.5,active
CHEMBL185383,O=S1(=O)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,2.0,active
CHEMBL183084,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)CC3)cc2)cc1,2.5,active
CHEMBL182751,C=Cc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,803.0,active
CHEMBL361762,COc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,2668.0,intermediate
CHEMBL364551,COc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,559.0,active
CHEMBL361258,COc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,114.0,active
CHEMBL187115,COc1cc(O)c(C#N)c2cc(-c3ccc(O)cc3)oc12,1650.0,intermediate
CHEMBL184448,Oc1ccc(-c2cc3cc(O)cc(Cl)c3o2)cc1,6.8,active
CHEMBL365290,Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,114.0,active
CHEMBL185126,Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,109.0,active
CHEMBL184151,N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,1152.0,intermediate
CHEMBL186874,N#CCc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,1056.0,intermediate
CHEMBL360385,N#CCc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,209.0,active
CHEMBL183152,N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,625.0,active
CHEMBL183889,CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,103.0,active
CHEMBL360338,CCC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,49.0,active
CHEMBL364419,O=Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,263.0,active
CHEMBL363498,N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,46.0,active
CHEMBL185012,N#Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,23.0,active
CHEMBL187314,Oc1ccc2cc(-c3nc4ccc(O)cc4o3)ccc2c1,780.0,active
CHEMBL187087,Oc1ccc(-c2nc3ccc(O)cc3o2)c(O)c1,82.0,active
CHEMBL187673,Oc1ccc(-c2nc3ccc(O)cc3o2)cc1,902.0,active
CHEMBL189024,Oc1ccc2nc(-c3cccc(O)c3O)oc2c1,2353.0,intermediate
CHEMBL189025,Oc1ccc2nc(-c3ccc(O)c(O)c3)oc2c1,2410.0,intermediate
CHEMBL189002,Oc1ccc2nc(-c3ccc(O)c(F)c3)oc2c1,8430.0,intermediate
CHEMBL188410,Oc1ccc2nc(-c3ccc(O)c(Cl)c3)oc2c1,5000.0,intermediate
CHEMBL442037,Oc1ccc(-c2nc3cc(Cl)c(O)cc3o2)cc1,2765.0,intermediate
CHEMBL187671,CC(C)(C)c1cc(-c2nc3ccc(O)cc3o2)ccc1O,5000.0,intermediate
CHEMBL364110,CCCCOc1cc(-c2nc3ccc(O)cc3o2)ccc1O,6240.0,intermediate
CHEMBL187392,Oc1ccc(-c2nc3cc(O)ccc3o2)cc1,1227.0,intermediate
CHEMBL360817,Oc1ccc2oc(-c3ccc(O)c(F)c3)nc2c1,1570.0,intermediate
CHEMBL362349,Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,5280.0,intermediate
CHEMBL188391,Oc1ccc(-c2nc3cc(O)ccc3o2)c(Cl)c1,139.0,active
CHEMBL189287,Oc1ccc(-c2nc3cc(O)ccc3o2)c(O)c1,190.0,active
CHEMBL362356,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1,464.0,active
CHEMBL362793,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,1813.0,intermediate
CHEMBL363705,Oc1ccc(-c2nc3cc(O)c(Br)cc3o2)cc1F,1210.0,intermediate
CHEMBL186073,Oc1ccc2oc(-c3cccc(O)c3O)nc2c1,5110.0,intermediate
CHEMBL188792,COc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,2557.0,intermediate
CHEMBL188528,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)cc1,155.0,active
CHEMBL187207,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)nc2c1,260.0,active
CHEMBL426626,Oc1cc(Br)c2oc(-c3ccc(O)c(C(F)(F)F)c3)nc2c1,1870.0,intermediate
CHEMBL187915,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)c(F)c1,47.0,active
CHEMBL187311,Cc1cc(O)ccc1-c1nc2cc(O)cc(Br)c2o1,44.0,active
CHEMBL186513,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,411.0,active
CHEMBL364176,N#Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1435.0,intermediate
CHEMBL189658,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,138.0,active
CHEMBL189039,Oc1ccc(-c2nc3cc(O)cc(CBr)c3o2)cc1,2975.0,intermediate
CHEMBL188951,N#CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0,intermediate
CHEMBL188230,O=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,2638.0,intermediate
CHEMBL361266,COC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0,intermediate
CHEMBL189706,CCOC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,7827.0,intermediate
CHEMBL365903,NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,9620.0,intermediate
CHEMBL364333,O=C(O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0,intermediate
CHEMBL364329,CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,537.0,active
CHEMBL188957,CCCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,390.0,active
CHEMBL187663,CC(C)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,1200.0,intermediate
CHEMBL184003,CCCCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,498.0,active
CHEMBL187937,C#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,481.0,active
CHEMBL188049,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,727.0,active
CHEMBL189303,C=CCc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1100.0,intermediate
CHEMBL189356,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,98.0,active
CHEMBL363955,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,447.0,active
CHEMBL450940,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1216.0,intermediate
CHEMBL186643,Oc1cc(/C=C\F)c2oc(-c3ccc(O)c(F)c3)nc2c1,376.0,active
CHEMBL365016,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,775.0,active
CHEMBL188900,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)cc1,4652.0,intermediate
CHEMBL361272,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)c(F)c1,196.0,active
CHEMBL187000,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,539.0,active
CHEMBL188846,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,227.0,active
CHEMBL363963,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3F)oc12,474.0,active
CHEMBL188517,C=Cc1cc(O)cc2nc(-c3c(F)cc(O)cc3F)oc12,249.0,active
CHEMBL188613,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)cc3F)oc12,4040.0,intermediate
CHEMBL362507,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)c(F)c3)oc12,10000.0,inactive
CHEMBL361063,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3C)oc12,1116.0,intermediate
CHEMBL185783,Oc1ccc(-c2nc3cc(O)cc(-c4ccccc4)c3o2)cc1,1300.0,intermediate
CHEMBL188516,Oc1ccc(-c2nc3cc(O)cc(-c4ccco4)c3o2)cc1,809.0,active
CHEMBL365045,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,1980.0,intermediate
CHEMBL187978,Oc1ccc(-c2nc3cc(O)cc(-c4cccs4)c3o2)cc1,1030.0,intermediate
CHEMBL363902,Oc1ccc(-c2nc3cc(O)cc(-c4nccs4)c3o2)cc1,1340.0,intermediate
CHEMBL364345,Oc1ccc(-c2nc3cc(O)cc(C4CCCC4)c3o2)cc1,1010.0,intermediate
CHEMBL361871,C=Cc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,1036.0,intermediate
CHEMBL360410,Oc1ccc(-c2noc3cc(O)ccc23)c(O)c1,24.0,active
CHEMBL365293,Oc1ccc(-c2noc3ccccc23)c(O)c1,6100.0,intermediate
CHEMBL188619,Oc1ccc2c(-c3ccccc3O)noc2c1,3000.0,intermediate
CHEMBL188882,Oc1ccc(-c2noc3cc(O)ccc23)cc1,815.0,active
CHEMBL187473,Oc1ccc(-c2noc3ccc(O)cc23)c(O)c1,4068.0,intermediate
CHEMBL187069,Oc1ccc(-c2noc3ccc(O)cc23)cc1,819.0,active
CHEMBL360651,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,273.0,active
CHEMBL185890,N#Cc1cc(O)ccc1-c1noc2cc(O)ccc12,264.0,active
CHEMBL189080,Oc1ccc2c(-c3ccc(O)c(Br)c3)noc2c1,183.0,active
CHEMBL188189,Oc1ccc2c(-c3ccc(O)c(F)c3)noc2c1,161.0,active
CHEMBL186945,Cc1cc(-c2noc3cc(O)ccc23)ccc1O,431.0,active
CHEMBL189822,Cc1cc(O)ccc1-c1noc2cc(O)ccc12,475.0,active
CHEMBL435090,CCCc1cc(O)ccc1-c1noc2cc(O)ccc12,50.0,active
CHEMBL360189,CCCc1cc(-c2noc3cc(O)ccc23)ccc1O,210.0,active
CHEMBL188246,Cc1c(O)ccc(-c2noc3cc(O)ccc23)c1O,511.0,active
CHEMBL365625,N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12,717.0,active
CHEMBL185837,O/N=C/c1cc(O)ccc1-c1noc2cc(O)ccc12,2390.0,intermediate
CHEMBL361078,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,30.0,active
CHEMBL362307,Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1,33.0,active
CHEMBL186597,Cc1cc(-c2noc3cc(O)ccc23)c(O)cc1O,65.0,active
CHEMBL186598,CCCc1cc(-c2noc3cc(O)ccc23)c(CC)cc1O,13.0,active
CHEMBL189200,CCCc1cc(-c2noc3cc(O)ccc23)c(CCC)cc1O,22.0,active
CHEMBL187105,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,8.0,active
CHEMBL187219,Oc1ccc2c(-c3ccc4c(O)cccc4c3)noc2c1,24.0,active
CHEMBL188458,Oc1ccc2c(-c3ccc4c(Br)c(O)ccc4c3)noc2c1,360.0,active
CHEMBL188299,Oc1ccc2cc(-c3noc4ccc(O)cc34)ccc2c1,463.0,active
CHEMBL187393,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,49.0,active
CHEMBL188051,Oc1ccc2c(-c3cccc4c(O)cccc34)noc2c1,6.0,active
CHEMBL189073,Oc1ccc2c(-c3cccc4ccc(O)cc34)noc2c1,1727.0,intermediate
CHEMBL185918,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,117.0,active
CHEMBL189077,Oc1ccc2c(-c3nc4ccc(O)cc4o3)cccc2c1,35.0,active
CHEMBL363017,Oc1ccc2nc(-c3ccc(O)c4ccccc34)oc2c1,1900.0,intermediate
CHEMBL188527,Oc1ccc2nc(-c3cccc4ccccc34)oc2c1,1880.0,intermediate
CHEMBL362355,Oc1ccc2nc(-c3cccc4c(Br)c(O)ccc34)oc2c1,373.0,active
CHEMBL189556,Oc1ccc2c(-c3nc4cc(F)c(O)cc4o3)cccc2c1,434.0,active
CHEMBL183367,Oc1ccc2c(-c3nc4cc(O)ccc4o3)cccc2c1,153.0,active
CHEMBL183368,Cc1cc(O)c2cccc(-c3nc4ccc(O)cc4o3)c2c1,163.0,active
CHEMBL187313,Oc1ccc2cc(-c3nc4cc(O)ccc4o3)ccc2c1,3800.0,intermediate
CHEMBL190467,O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21,290.0,active
CHEMBL371777,CC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,55.0,active
CHEMBL191841,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,12.0,active
CHEMBL193108,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,10.0,active
CHEMBL192586,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2ccc(O)cc21,9.0,active
CHEMBL192587,COc1cc(O)cc2c1C(Br)=C(c1ccc(O)cc1)C2=O,200.0,active
CHEMBL192325,O=C1C(c2ccc(O)cc2)=C(O)c2ccc(O)cc21,5000.0,intermediate
CHEMBL192326,O=C1C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,5000.0,intermediate
CHEMBL189541,NC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,5000.0,intermediate
CHEMBL190238,CC/N=C1/C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21,5000.0,intermediate
CHEMBL190487,O=C1C(c2ccc(O)cc2)=C(Br)c2c(O)cc(O)cc21,710.0,active
CHEMBL190038,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,2.0,active
CHEMBL190025,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,580.0,active
CHEMBL190682,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2c(O)cc(O)cc21,47.0,active
CHEMBL363872,O=C1C(c2ccc(O)cc2)=C(Br)c2cc(O)ccc21,5.2,active
CHEMBL193207,COc1ccc2c(c1)C(Br)=C(c1ccc(O)cc1)C2=O,1800.0,intermediate
CHEMBL370037,CC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,6.0,active
CHEMBL192765,CSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,3.1,active
CHEMBL190104,CCSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,480.0,active
CHEMBL373095,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)ccc21,10.0,active
CHEMBL371788,CC1=C(c2ccc(O)cc2)C(=O)c2c(O)cc(O)cc21,31.0,active
CHEMBL191836,O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)cc(O)c21,3.0,active
CHEMBL447837,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,58.0,active
CHEMBL195289,Oc1ccc2cc(-c3cc(F)c(O)cc3F)ccc2c1,27.0,active
CHEMBL363177,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,118.0,active
CHEMBL192621,Oc1cc(F)c(-c2ccc3cc(O)ccc3c2)c(F)c1,10.3,active
CHEMBL192260,Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1,35.0,active
CHEMBL195311,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(Cl)c1,10.0,active
CHEMBL191710,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)c(Cl)c1,36.0,active
CHEMBL427180,COc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,174.0,active
CHEMBL195389,Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,40.0,active
CHEMBL191300,Cc1cc(O)ccc1-c1ccc2c(Cl)c(O)ccc2c1,40.0,active
CHEMBL193727,Oc1ccc2cc(-c3ccc(O)c(F)c3)ccc2c1,92.0,active
CHEMBL191808,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,143.0,active
CHEMBL365999,Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1,107.0,active
CHEMBL426085,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1Cl,356.0,active
CHEMBL191716,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1,92.0,active
CHEMBL192068,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1Cl,519.0,active
CHEMBL192386,Oc1ccc(-c2cc(F)c3cc(O)ccc3c2)cc1,22.0,active
CHEMBL363425,Oc1ccc2cc(-c3ccc(O)c(F)c3)cc(F)c2c1,21.0,active
CHEMBL193146,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1,40.0,active
CHEMBL191901,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1F,125.0,active
CHEMBL363367,Oc1ccc(-c2cc(Cl)c3cc(O)ccc3c2)cc1,30.0,active
CHEMBL192876,Oc1ccc(-c2cc(Cl)c3c(Cl)c(O)ccc3c2)cc1,43.0,active
CHEMBL371624,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)cc12,105.0,active
