molecule_chembl_id,canonical_smiles,value,STATUS,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL195878,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1,24.0,active,254.26,4.057100000000002,2.0,2.0
CHEMBL191711,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(CC4CC4)CC3)cc2)c1,122.0,active,455.6020000000004,4.781900000000004,2.0,5.0
CHEMBL195371,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,18.0,active,470.63800000000043,7.017900000000007,1.0,5.0
CHEMBL264216,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,3.34,active,486.63700000000046,6.723500000000007,2.0,6.0
CHEMBL196283,CN(C)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,51.4,active,416.5460000000001,5.703500000000006,1.0,5.0
CHEMBL371072,CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,18.0,active,432.54500000000013,5.409100000000006,2.0,6.0
CHEMBL195991,CCN(CC)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,57.4,active,444.6000000000002,6.483700000000007,1.0,5.0
CHEMBL382734,CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,31.2,active,460.59900000000016,6.189300000000007,2.0,6.0
CHEMBL196836,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,126.0,active,458.58300000000037,5.474100000000006,1.0,6.0
CHEMBL370282,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,10.0,active,474.5820000000004,5.179700000000006,2.0,7.0
CHEMBL363412,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,39.0,active,456.6110000000004,6.627800000000007,1.0,5.0
CHEMBL196131,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCC4)cc3)c21,2.84,active,472.6100000000004,6.333400000000006,2.0,6.0
CHEMBL371308,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,27.2,active,442.58400000000034,6.2377000000000065,1.0,5.0
CHEMBL370849,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,6.0,active,458.58300000000037,5.943300000000006,2.0,6.0
CHEMBL59438,Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,1775.0,intermediate,237.258,3.3130000000000015,2.0,3.0
CHEMBL196530,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1,632.0,active,271.703,3.966400000000001,2.0,3.0
CHEMBL196583,Oc1ccc(-c2ccc3c(Br)c(O)ccc3n2)cc1,1140.0,intermediate,316.154,4.075500000000002,2.0,3.0
